order_id,order_item_id,order_purchase_timestamp,atraso_dias,y_atraso,dias_previstos_entrega,dist_km,peso_kg,vol_m3,densidade,frete_ratio,ticket,mes_num,seller_state,customer_state,product_category_name
000e562887b1f2006d75e0be9558292e,1,2018-02-22 11:54:42,-6.0,0,24,392.5052934833479,0.6,0.0084,0.5950019833399445,0.6196153846153846,25.0,2,SC,SP,cool_stuff
000e63d38ae8c00bbcb5a30573b99628,1,2018-03-23 19:48:26,-9.0,0,12,21.671408051044015,0.8,0.008,0.7936507936507937,0.1815950920245399,47.9,3,SP,SP,cama_mesa_banho
000e906b789b55f64edcb1f84030f90d,1,2017-11-21 18:54:23,2.0,1,15,318.21345815216614,0.3,0.000816,0.2997553995939314,0.5154414963027404,21.99,11,SP,SP,telefonia
000f25f4d72195062c040b12dce9a18a,1,2018-03-07 10:33:13,-19.0,0,34,257.2729243218968,9.375,0.05643,8.874227350605342,0.3669724770642202,119.99,3,SP,RJ,moveis_escritorio
001021efaa8636c29475e7734483457d,1,2018-02-27 09:27:14,-14.0,0,23,503.78137812867897,0.25,0.00064,0.24984010233450593,0.302,49.0,2,SP,PR,fashion_bolsas_e_acessorios
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,2017-09-11 17:39:33,-4.0,0,15,339.4277427071134,1.8,0.00578,1.7896557895364793,0.3326653306613227,48.9,9,SP,RJ,cool_stuff
00119ff934e539cf26f92b9ef0cdfed8,1,2017-08-06 00:42:49,-14.0,0,24,686.0096577313687,9.8,0.0441,9.38607413083038,0.0768673607967406,219.9,8,PR,RJ,esporte_lazer
0011d82c4b53e22e84023405fb467e57,1,2018-01-16 21:43:23,-19.0,0,29,103.09257658632107,2.965,0.037638,2.85745124985785,0.09079310344827586,289.0,1,SP,SP,malas_acessorios
00125cb692d04887809806618a2a145f,1,2017-03-23 12:21:17,-12.0,0,27,847.2141401910271,2.5,0.040467,2.402767218950721,0.23002705139765556,109.9,3,SP,GO,moveis_decoracao
00130c0eee84a3d909e75bc08c5c3ca1,1,2018-06-11 21:17:00,-7.0,0,8,69.6269133198148,0.15,0.002873,0.14957028457242344,0.2747404844290658,27.9,6,SP,SP,alimentos
0013503b13da1eac686219390b7d641b,1,2017-12-05 23:40:59,-8.0,0,22,127.69872575722167,2.5,0.005712,2.4858011040934187,0.14325889164598843,119.9,12,MG,SP,moveis_decoracao
00137e170939bba5a3134e2386413108,1,2017-11-24 16:50:38,-6.0,0,23,641.9813676967495,2.65,0.018,2.6031434184675835,0.06193467336683417,397.0,11,PR,RJ,agro_industria_e_comercio
001427c0ec99cf8af737bd88e92fd444,1,2018-04-07 18:51:22,-14.0,0,32,719.3264641445561,0.75,0.008349,0.7437900964844514,0.3834154351395731,59.9,4,PR,MG,moveis_decoracao
00143d0f86d6fbd9f9b38ab440ac16f5,1,2017-10-16 15:29:43,-9.0,0,20,785.0577282556052,0.18,0.002618,0.1795299904849105,0.6762203313927452,21.33,10,SP,GO,esporte_lazer
00143d0f86d6fbd9f9b38ab440ac16f5,2,2017-10-16 15:29:43,-9.0,0,20,785.0577282556052,0.18,0.002618,0.1795299904849105,0.6762203313927452,21.33,10,SP,GO,esporte_lazer
00143d0f86d6fbd9f9b38ab440ac16f5,3,2017-10-16 15:29:43,-9.0,0,20,785.0577282556052,0.18,0.002618,0.1795299904849105,0.6762203313927452,21.33,10,SP,GO,esporte_lazer
0014ae671de39511f7575066200733b7,1,2017-05-22 13:49:03,-5.0,0,21,339.24253201941406,0.35,0.000836,0.3497076444092738,0.8057142857142857,16.5,5,SP,PR,telefonia
0015ebb40fb17286bea51d4607c4733c,1,2018-01-14 09:01:36,-13.0,0,31,779.5632051287598,0.15,0.006,0.14910536779324055,0.6593886462882096,21.9,1,SP,PR,eletronicos
00169e31ef4b29deaae414f9a5e95929,1,2018-01-16 09:26:39,-14.0,0,21,576.0289976210203,0.55,0.008364,0.5454379569282521,0.40275,39.0,1,SP,RJ,cama_mesa_banho
0016dfedd97fc2950e388d2971d718c7,1,2017-04-28 19:54:40,-10.0,0,33,1193.7707799042203,1.5,0.003726,1.4944317473095248,0.4098522167487685,49.75,4,SP,BA,ferramentas_jardim
0017afd5076e074a48f1f1a4c7bac9c5,1,2017-04-06 22:16:10,4.0,1,42,1445.19658281572,3.407,0.014168,3.3594039646291347,0.054672262683619306,809.1,4,MG,AL,informatica_acessorios
001862358bf858722e1e2ae000cfed8b,1,2018-02-06 19:11:57,-14.0,0,23,170.1183829183009,1.2,0.01575,1.1813930593157767,0.13585503515199526,99.99,2,SP,SP,cool_stuff
0019c29108428acffd089c36103c9440,1,2018-03-06 06:40:28,-25.0,0,35,436.523336509713,0.75,0.008349,0.7437900964844514,0.3275862068965517,59.9,3,PR,MG,moveis_decoracao
001ab0a7578dd66cd4b0a71f5b6e1e41,1,2017-12-27 00:38:47,-11.0,0,32,1076.849998070916,0.15,0.00429,0.14935924882255128,0.6809578988026265,24.89,12,DF,BA,eletronicos
001ab0a7578dd66cd4b0a71f5b6e1e41,2,2017-12-27 00:38:47,-11.0,0,32,1076.849998070916,0.15,0.00429,0.14935924882255128,0.6809578988026265,24.89,12,DF,BA,eletronicos
001ab0a7578dd66cd4b0a71f5b6e1e41,3,2017-12-27 00:38:47,-11.0,0,32,1076.849998070916,0.15,0.00429,0.14935924882255128,0.6809578988026265,24.89,12,DF,BA,eletronicos
001ac194d4a326a6fa99b581e9a3d963,1,2018-07-04 11:39:11,-4.0,0,12,47.90209491330759,0.418,0.001482,0.4173814407048754,0.15527272727272726,54.0,7,SP,SP,construcao_ferramentas_construcao
001b76dd48a5b1eee3e87778daa40df8,1,2018-03-26 17:42:53,-20.0,0,31,596.375996074299,0.207,0.002652,0.20645248800181915,0.1567658754066755,81.99,3,SP,SP,informatica_acessorios
001c85b5f68d2be0cb0797afc9e8ce9a,1,2017-11-24 19:19:18,8.0,1,19,309.81103858190795,1.55,0.020944,1.5182027613659514,0.1371,99.0,11,SP,SP,cama_mesa_banho
001d8f0e34a38c37f7dba2a37d4eba8b,1,2017-05-14 17:19:44,2.0,1,9,9.095386294293764,0.15,0.007826,0.1488352156026933,0.38919459729864936,18.99,5,SP,SP,beleza_saude
001d8f0e34a38c37f7dba2a37d4eba8b,2,2017-05-14 17:19:44,2.0,1,9,9.095386294293764,0.15,0.007826,0.1488352156026933,0.38919459729864936,18.99,5,SP,SP,beleza_saude
001daeb0eddc45b999bad0801ad9d273,1,2017-05-17 23:19:34,-11.0,0,32,1615.954350179868,0.3,0.004096,0.298776212633055,0.4269005847953216,38.33,5,SP,BA,pet_shop
001dbc16dc51075e987543d23a0507c7,1,2017-01-28 13:17:57,-30.0,0,50,546.5625465505111,0.95,0.023625,0.9280742459396751,0.2538787023977433,69.9,1,SP,MG,cama_mesa_banho
001e7ba991be1b19605ca0316e7130f9,1,2017-03-18 11:47:37,-14.0,0,24,435.2931799822282,0.85,0.003751,0.8468235648084036,0.09290816326530613,195.0,3,PR,MS,informatica_acessorios
001e7cf2ad6bef3ade12ebc56ceaf0f3,1,2018-05-19 10:29:23,0.0,0,16,377.4593744783429,1.614,0.013888,1.5918918065900773,0.41192411924119243,35.9,5,MG,MG,beleza_saude
0020262c8a370bd5a174ea6a2a267321,1,2017-11-28 09:32:49,-19.0,0,23,320.7566558067732,2.85,0.0088,2.8251387787470263,0.26149068322981367,79.5,11,SP,PR,moveis_decoracao
0020a222f55eb79a372d0efee3cca688,1,2017-08-15 02:45:18,-12.0,0,21,278.0731664953794,0.7,0.004576,0.6968113910744433,0.4872539528880284,29.99,8,SP,RJ,moveis_decoracao
002175704e8b209f61b9ad5cfd92b60e,1,2018-04-22 12:13:25,-11.0,0,21,262.40316541640436,0.588,0.004522,0.5853530335821415,0.11911632100991884,109.9,4,SP,SP,audio
00229e4e43f7a7e0b9dd819ad43268d3,1,2018-03-31 16:41:54,-20.0,0,25,339.21516578785196,0.45,0.011664,0.44481171614290915,0.21725955204216071,74.9,3,PR,SP,esporte_lazer
0025081dcf9330f9a5052ae82c6ce396,1,2018-03-27 16:25:35,-11.0,0,20,715.7621616262477,0.3,0.000736,0.29977936238928143,1.14294670846395,14.95,3,SP,MG,livros_tecnicos
00254baeb6c932b0a8aeead91fbd02b5,1,2018-05-08 21:45:54,-6.0,0,27,2286.476381542588,8.25,0.04928,7.862534309240623,0.2856858846918489,149.9,5,SP,CE,bebes
00259a44fcad3fc0474329e925d14fc3,1,2017-12-27 17:52:11,-18.0,0,25,501.9842779091943,0.3,0.001632,0.29951119772531226,0.6717484516436398,19.99,12,SP,MG,informatica_acessorios
0025c5d1a8ca53a240ec2634bb4492ea,1,2018-07-08 09:17:59,-2.0,0,25,2371.723472397159,2.1,0.004536,2.090517413014566,0.07516624040920716,390.0,7,SP,CE,esporte_lazer
002611a77fe03d076285fd4ca95db77c,1,2018-02-27 17:46:23,-3.0,0,26,1604.8406802565828,0.2,0.0036,0.1992825827022718,0.15992647058823528,135.0,2,RS,DF,informatica_acessorios
002691433f09002ac9ca0c4e8dbb8ead,1,2017-02-02 21:18:03,-24.0,0,28,645.2945558611167,0.26,0.001729,0.25955123591310625,0.15647619047619046,104.0,2,SP,RS,telefonia
0026a368634b6e6f34f33b1499773a30,1,2017-10-27 21:10:26,-23.0,0,34,837.726776403655,1.0,0.027588,0.9731526642973644,0.10533333333333333,149.0,10,RS,SP,cool_stuff
00275bce676303c3bfd7292aefdfa223,1,2017-11-24 23:10:30,-10.0,0,19,358.8511434983035,0.3,0.00234,0.29929963884510247,0.04791740833036669,279.9,11,SP,SP,telefonia
00276d5c3491fbf55305e26891040df9,1,2018-02-13 11:47:21,-5.0,0,36,766.8515780637673,2.75,0.00525,2.735637901019647,0.5058823529411764,44.9,2,MG,PR,moveis_decoracao
002834535f7a609a5c68266f173fa59e,1,2018-07-23 17:26:00,-3.0,0,21,2136.434143756595,0.3,0.000816,0.2997553995939314,0.49192100538599637,37.99,7,SP,PE,telefonia
0028de0ca693a1bb26448916a81105cc,1,2018-08-15 14:59:36,-13.0,0,26,817.7852033724052,1.4,0.01368,1.3811064635782495,0.49403033236527916,29.99,8,SP,RS,construcao_ferramentas_iluminacao
002955b0acc63d04f6724a31967e82bd,1,2017-12-18 13:43:54,-20.0,0,28,598.0446501527466,0.475,0.00252,0.4738060088576786,0.12884297520661156,120.0,12,SP,MG,perfumaria
0029c5db35ef291ce99d1262012e7daa,1,2018-08-25 00:09:40,-3.0,0,8,86.18486438513395,9.9,0.04446,9.478582233881625,0.0437873417721519,492.75,8,SP,SP,beleza_saude
0029f17cf0e7640c5cb6825af681303f,1,2018-05-02 11:59:06,-11.0,0,19,692.4065964045341,0.05,0.004125,0.04979459728619445,0.1933263816475495,94.9,5,SP,PR,brinquedos
002af7fa9eb99d1456bceb6a13d6fc0b,1,2018-02-18 18:46:28,-3.0,0,24,505.10238323277986,2.5,0.0144,2.4645110410094637,0.23628833669129168,88.34,2,SP,SC,moveis_decoracao
002b430ff89b3a24c31a1170acbbedea,1,2017-06-20 21:55:21,-13.0,0,21,593.1434103545321,2.05,0.048,1.9561068702290074,0.3261853823573312,199.99,6,SP,MG,cool_stuff
002b4e6fa42cd4a22cc86abc18fe9c05,1,2018-03-11 10:24:44,-17.0,0,25,810.5837881766168,0.7,0.04,0.673076923076923,0.19494549058473737,99.9,3,RS,SP,papelaria
002c9def9c9b951b1bec6d50753c9891,1,2018-05-14 16:57:47,-7.0,0,10,16.46262396881607,0.95,0.009,0.9415262636273539,0.11265822784810127,78.0,5,SP,SP,utilidades_domesticas
002c9def9c9b951b1bec6d50753c9891,2,2018-05-14 16:57:47,-7.0,0,10,16.46262396881607,0.95,0.009,0.9415262636273539,0.11265822784810127,78.0,5,SP,SP,utilidades_domesticas
002d040018d12a3853c059f7f23ab5b1,1,2017-11-19 19:16:07,-11.0,0,18,346.9938372589268,0.429,0.00336,0.42756338701961405,0.09512820512820512,155.0,11,SP,PR,perfumaria
002f16b7bc4530031b7d90f791b12d8a,1,2018-07-02 16:51:47,-18.0,0,22,331.59149494786175,7.85,0.03276,7.600991517874434,0.13642885611797528,249.9,7,PR,SP,moveis_decoracao
002f98c0f7efd42638ed6100ca699b42,1,2017-08-04 09:19:10,-28.0,0,31,1309.9826036746495,0.45,0.00525,0.4476498383486695,3.26026026026026,8.99,8,MG,RS,consoles_games
002f98c0f7efd42638ed6100ca699b42,2,2017-08-04 09:19:10,-28.0,0,31,869.139844918264,0.2,0.001232,0.1997539031912684,0.15599128540305013,44.9,8,SP,RS,brinquedos
0030d783f979fbc5981e75613b057344,1,2017-11-24 20:03:02,22.0,1,20,694.223021336434,1.0,0.03136,0.9695935463853552,0.28685064935064936,60.6,11,MG,RJ,utilidades_domesticas
0030ff924c38549807645976adeef2c0,1,2018-03-25 16:52:27,-4.0,0,25,448.558938320428,23.25,0.0966,21.201896771840232,0.2975221238938053,225.0,3,SP,MG,bebes
00324b3eda39ba5ecce3945823e3594c,1,2018-04-10 01:14:18,4.0,1,19,744.5365431616175,3.95,0.0412,3.7936995774106803,0.44246753246753245,76.0,4,SP,PR,industria_comercio_e_negocios
0032d07457ae9c806c79368d7d9ce96b,1,2018-03-10 18:53:06,13.0,1,37,647.5835960650946,3.15,0.031347,3.0542581691709967,0.16993750000000002,159.0,3,SP,RJ,utilidades_domesticas
003324c70b19a16798817b2b3640e721,1,2017-05-18 19:04:48,-8.0,0,19,521.4465027387027,1.3,0.01617,1.2793135006937815,0.13907603464870066,102.9,5,MG,MG,malas_acessorios
003324c70b19a16798817b2b3640e721,2,2017-05-18 19:04:48,-8.0,0,19,521.4465027387027,1.3,0.01617,1.2793135006937815,0.13907603464870066,102.9,5,MG,MG,malas_acessorios
00335b686d693c7d72deeb12f8e89227,1,2017-07-17 21:25:23,32.0,1,24,677.2749707500774,0.3,0.0064,0.29809220985691576,0.26024653312788903,63.9,7,SP,ES,brinquedos
00335f75ea6a4455b524a8dd177067f5,1,2018-04-25 21:47:26,-24.0,0,32,30.913730875865365,0.127,0.00252,0.1266807644735267,0.048351001177856304,168.8,4,RJ,RJ,pet_shop
00337fe25a3780b3424d9ad7c5a4b35e,1,2017-09-25 17:39:29,-13.0,0,14,73.74013121801819,1.0,0.005,0.9950248756218907,0.16321839080459769,59.9,9,SP,SP,cama_mesa_banho
00337fe25a3780b3424d9ad7c5a4b35e,2,2017-09-25 17:39:29,-13.0,0,14,73.74013121801819,0.4,0.0042,0.3983270264887473,0.16321839080459769,59.9,9,SP,SP,cama_mesa_banho
003423b755b562962a6225a8de40d12e,1,2018-07-08 11:28:17,-14.0,0,30,1018.6487629712144,1.6,0.006732,1.5893008268337554,0.12226737967914438,232.75,7,SP,BA,ferramentas_jardim
00345f338696283410b7977d2e3efc89,1,2018-08-20 11:06:46,-11.0,0,21,390.27267319875455,0.87,0.004845,0.8658051739322981,0.36953907815631265,48.9,8,RJ,SP,beleza_saude
0035246a40f520710769010f752e7507,1,2017-08-17 00:57:23,-8.0,0,19,309.15448300872646,1.3,0.023625,1.2699963365490292,0.13761363636363635,87.0,8,SP,SP,cama_mesa_banho
0035c0b07126fe9c24a325216fb96064,1,2017-11-24 01:08:37,-26.0,0,39,183.72683665578097,2.275,0.02025,2.229845626072041,0.13950338600451467,131.9,11,MG,SP,cool_stuff
0035e6b7ade84b3f5b86bd49814793df,1,2018-02-21 02:46:23,-14.0,0,19,354.61302677371447,0.1,0.000528,0.09994722786368797,0.6746411483253589,19.9,2,RJ,SP,moveis_decoracao
0036757472ece3dde52fd4bfd929c90e,1,2018-07-19 14:58:59,-11.0,0,31,308.0062348903014,15.475,0.047061,14.779463660665424,0.47858540473947386,136.99,7,SP,SP,moveis_escritorio
0036887767dea4bd43b1a88cd0d9477a,1,2017-10-13 00:04:49,-8.0,0,18,341.0584479213142,8.1,0.04968,7.716637451413765,0.05895408863063917,399.99,10,RJ,MG,brinquedos
00378c6c981f234634c0b9d6128df6dd,1,2018-02-02 19:39:46,1.0,1,23,310.8043697043087,0.183,0.004608,0.18216060393705805,0.28214285714285714,41.0,2,SP,SP,esporte_lazer
003822434f91204da0a51fe4cf2aba18,1,2018-06-13 14:10:54,-30.0,0,36,331.17937521200764,0.25,0.00176,0.24956077303945057,0.2654285714285714,69.0,6,SP,RJ,perfumaria
003822434f91204da0a51fe4cf2aba18,2,2018-06-13 14:10:54,-30.0,0,36,331.17937521200764,0.25,0.00176,0.24956077303945057,0.2654285714285714,69.0,6,SP,RJ,perfumaria
0039500db36d50d7d0bfaf23723550f3,1,2018-07-06 10:37:32,-13.0,0,27,2270.6812759713557,1.092,0.01716,1.073577411616658,0.1950263311878291,169.9,7,PR,AL,esporte_lazer
003a7f59d7e08a9c61d9e2881fe6459c,1,2018-08-19 12:51:50,-1.0,0,9,172.7539313147538,0.7,0.013832,0.6904496997530162,0.12733333333333333,119.0,8,GO,DF,utilidades_domesticas
003a94f778ef8cfd50247c8c1b582257,1,2018-08-03 14:52:31,9.0,1,11,904.3071386934951,0.35,0.015616,0.34461843846493156,0.4420537897310513,39.9,8,SP,MS,construcao_ferramentas_construcao
003cc6161d7a2593f2525cce0c330d32,1,2018-08-03 19:33:35,-1.0,0,4,87.46546296782529,1.8,0.027,1.7526777020447908,0.15,85.0,8,SP,SP,utilidades_domesticas
003d0634280ff3d1d3a54459349a6899,1,2018-03-17 17:50:30,-1.0,0,11,99.6305938271246,0.71,0.00693,0.705113563008352,0.0402262443438914,220.0,3,SP,SP,informatica_acessorios
003d804eef0e1b856881cd18e0cc0d4c,1,2017-11-17 19:43:10,24.0,1,30,1763.7477018938916,0.533,0.00176,0.5320635681201087,0.1285611510791367,277.0,11,SP,MA,relogios_presentes
003d9fc84ad902adf2265248b5ffe1a4,1,2018-08-19 19:43:01,-9.0,0,16,2360.0975339590645,0.35,0.002964,0.3489656657666676,0.4081482570966319,66.99,8,MA,SP,beleza_saude
003edccf16bc5ec447f592913b3df2b4,1,2018-07-07 09:02:51,0.0,0,26,2237.1454340426308,0.217,0.000936,0.2167970779350528,3.39,14.0,7,SP,MA,telefonia
003f201cdd39cdd59b6447cff2195456,1,2018-02-21 16:59:24,7.0,1,28,872.0651962608787,0.173,0.002808,0.1725155762618567,0.1980232558139535,85.0,2,PR,RJ,informatica_acessorios
003f201cdd39cdd59b6447cff2195456,2,2018-02-21 16:59:24,7.0,1,28,872.0651962608787,0.173,0.002808,0.1725155762618567,0.1980232558139535,85.0,2,PR,RJ,informatica_acessorios
003f9bcc09427647c4b9d361a523545b,1,2018-02-06 13:06:45,-13.0,0,15,60.27231795343105,0.5,0.0033,0.498355427090601,0.042608695652173914,229.0,2,SP,SP,relogios_presentes
00404fa7a687c8c44ca69d42695aae73,1,2018-05-07 22:38:21,-6.0,0,16,293.1891441643324,0.584,0.002288,0.5826668582283734,0.0,99.9,5,SP,SP,relogios_presentes
0040a56893444cb56cba7cfe2225e34e,1,2018-01-22 23:50:35,-7.0,0,29,1831.6783289657087,0.321,0.003458,0.31989380721465177,0.40034924330616994,84.9,1,PR,BA,informatica_acessorios
004157daafa0bc8672e01f00e4f0c04f,1,2017-05-21 13:13:54,-23.0,0,35,2361.226511982109,2.85,0.04,2.7403846153846154,0.17847368421052628,189.0,5,SP,CE,moveis_decoracao
00418a49a685c6bb60633291c3fab17a,1,2017-10-03 20:43:03,-14.0,0,15,12.481963168355088,0.2,0.000352,0.19992962477208026,0.15560000000000002,49.0,10,SP,SP,relogios_presentes
004345d16a1ab2c21962992c721c8643,1,2018-07-04 06:45:05,-18.0,0,25,901.4611908612154,0.525,0.005472,0.522142834410108,0.39511568123393315,37.9,7,SP,GO,utilidades_domesticas
0044c6f6d22dd280534344177c81b989,1,2018-05-18 16:59:09,-7.0,0,24,857.9922745249779,0.1,0.004096,0.099592070877685,0.08920577018736528,179.93,5,RS,SP,eletronicos
0045e3085f083f0f38d24bb3f22e6593,1,2017-08-10 16:13:36,0.0,0,19,289.07280608095454,1.35,0.004374,1.3441208155527722,0.11738761662425784,116.9,8,SP,SP,beleza_saude
0045f5225a96ef46630701167528fdcb,1,2018-06-10 11:23:39,-15.0,0,23,225.99426605069962,1.6,0.027,1.5579357351509253,0.16173096976016682,94.9,6,MG,MG,automotivo
0046176ff0dbc2a178b7885355dfbb71,1,2018-05-29 19:22:17,-25.0,0,30,491.45783856263165,0.15,0.00108,0.14983817477124706,0.12789657695747622,121.99,5,SP,MG,consoles_games
0046e1d57f4c07c8c92ab26be8c3dfc0,1,2017-09-26 15:24:03,-11.0,0,14,18.661416422958307,0.2,0.00096,0.19980818414322252,0.8850967007963596,7.79,9,SP,SP,missing
00471463a6106056c1a2a809f70de640,1,2017-09-21 22:00:44,-8.0,0,28,867.7162309483558,28.6,0.160433,24.645972667099265,0.4749986187082159,179.99,9,SP,DF,moveis_decoracao
00482f2670787292280e0a8153d82467,1,2017-02-13 16:18:07,-23.0,0,24,1.1450838143609392,0.7,0.00539,0.6962472274440764,1.274418604651163,7.6,2,MG,MG,missing
0049edf42837aa808e03552a62bd2158,1,2017-12-30 12:33:26,-1.0,0,32,664.0244473601998,1.75,0.03256,1.694816766095917,0.3457760314341847,49.9,12,SP,RJ,ferramentas_jardim
004b62108b876867938746ad3154167f,1,2018-07-04 20:34:26,-6.0,0,14,94.67310460842118,0.15,0.00099,0.1498516468695991,0.07213438735177866,110.32,7,SP,SP,beleza_saude
004ba47bb589cdbc485e6025bd6d3c81,1,2017-12-25 20:40:15,-21.0,0,24,626.4566851452308,0.25,0.001512,0.24962257067314222,0.237,49.0,12,SP,SP,telefonia
004ca5ae248069d68e8594df8abf6ce0,1,2018-06-06 18:30:20,-30.0,0,49,2414.406020997792,0.367,0.00567,0.36493084212515037,0.38023617153511496,159.9,6,RJ,PA,perfumaria
004d76fef3dd46eb4f70da049c8d1f93,1,2017-12-20 06:42:39,-19.0,0,25,238.23625189273747,7.7,0.05698,7.284906053094666,0.22636363636363638,120.0,12,SP,SP,papelaria
004eab0fd8f28adaf8d488976f77febe,1,2017-08-02 15:32:46,-11.0,0,12,15.159177978105687,1.338,0.003864,1.3328498681096244,0.5324444444444445,21.5,8,RJ,RJ,esporte_lazer
004f5d8f238e8908e6864b874eda3391,1,2018-02-27 12:16:30,2.0,1,21,1253.430522272896,0.4,0.0036,0.3985651654045436,0.12589724977820793,122.99,2,SP,MS,missing
004fb11815bc03b01b20a614eef69d14,1,2017-11-25 13:56:55,-9.0,0,30,1191.322047315243,1.0,0.01575,0.9844942160964805,0.26692796323827545,72.99,11,SP,BA,cool_stuff
004fb5e6f90a178dc74ad2b016649249,1,2017-06-11 09:46:11,-16.0,0,21,346.210038962326,1.6,0.01575,1.5751907457543688,0.10634399572486448,129.99,6,SP,SP,cool_stuff
005059edee63c8c708ba61910793b31b,1,2018-02-05 18:25:51,-14.0,0,28,471.96106021563776,1.55,0.020944,1.5182027613659514,0.19236559139784948,92.0,2,SP,RJ,cama_mesa_banho
005059edee63c8c708ba61910793b31b,2,2018-02-05 18:25:51,-14.0,0,28,471.96106021563776,1.55,0.020944,1.5182027613659514,0.19236559139784948,92.0,2,SP,RJ,cama_mesa_banho
00526a9d4ebde463baee25f386963ddc,1,2018-08-07 22:03:44,1.0,1,7,16.918061443315995,0.388,0.003584,0.38661437408328553,0.2407566638005159,33.89,8,SP,SP,alimentos
00526a9d4ebde463baee25f386963ddc,2,2018-08-07 22:03:44,1.0,1,7,16.918061443315995,0.388,0.003584,0.38661437408328553,0.2407566638005159,33.89,8,SP,SP,alimentos
00526a9d4ebde463baee25f386963ddc,3,2018-08-07 22:03:44,1.0,1,7,16.918061443315995,0.388,0.003584,0.38661437408328553,0.2407566638005159,33.89,8,SP,SP,alimentos
